date,meme,index,benchmarked_index,twitter_id
4/30/17,Babadook,3,0,904208633386369024
4/30/17,Gorilla TED Talk,0,0,820045837891870720
4/30/17,Emoji Sheriff,16,0,823345977029378048
4/30/17,The Snapchat Hot Dog,2,1,817901590141161472
4/30/17,Distracted Boyfriend,0,0,904208633386369024
4/30/17,Taylor Swift Formation,7,0,820045837891870720
4/30/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
4/30/17,Elf on the Shelf Rhymes,0,0,817901590141161472
4/30/17,First of All,1,0,904208633386369024
4/30/17,#BowWowChallenge,4,0,820045837891870720
4/30/17,Crash Bandicoot's Woah,12,1,823345977029378048
4/30/17,"Brother, May I have some Oats",4,0,817901590141161472
4/30/17,Side-eyeing Michelle Obama,4,0,904208633386369024
4/30/17,Gossiping Gosling,26,1,820045837891870720
4/30/17,Tiny Trump,2,0,823345977029378048
4/30/17,RompHim,0,0,817901590141161472
4/30/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
4/30/17,Right in Front of My Salad,0,0,820045837891870720
4/30/17,Shooting Stars,19,3,823345977029378048
4/30/17,Cracking Open a Cold One with the Boys,1,0,817901590141161472
4/30/17,Roll Safe,26,2,904208633386369024
4/30/17,Cash Me Ousside,3,2,820045837891870720
4/30/17,White Guy Blinking,15,2,823345977029378048
4/30/17,Meryl Streep Singing,6,0,817901590141161472
4/30/17,"Kendrick Lamar ""DAMN"" Cover",50,1,904208633386369024
4/30/17,Kellyanne Conway Couch,0,0,820045837891870720
4/30/17,Redbone Remix/What Redbone Sounds Like,2,0,823345977029378048
4/30/17,Tiger Woods Mug Shot,1,0,817901590141161472
4/30/17,Steph Curry High Kick,17,1,904208633386369024
4/30/17,Lebron James Mean Mug,13,1,820045837891870720
4/30/17,Mocking Spongebob,0,0,823345977029378048
4/30/17,Lavar Ball,27,1,817901590141161472
4/30/17,Singing Shaq,3,0,904208633386369024
4/30/17,The Future Liberals Want,2,0,820045837891870720
4/30/17,Expanding Brain,43,1,823345977029378048
4/30/17,The Floor Is,0,0,817901590141161472
4/30/17,Kendall Jenner's Pepsi Ad,10,2,904208633386369024
4/30/17,Fidget Spinners,50,4,820045837891870720
4/30/17,Pennywise the Clown,5,0,823345977029378048
4/30/17,But That's None of my Business,49,5,869971220938326016
4/30/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
4/30/17,Trump Orb,1,0,904208633386369024
4/30/17,Bush's poncho,1,0,820045837891870720
4/30/17,BBC Dad,3,0,823345977029378048
4/30/17,Trump and Pope Francis,0,0,817901590141161472
4/30/17,13 Reasons Why,29,4,904208633386369024
4/30/17,Gold Ceelo,0,0,820045837891870720
4/30/17,#GetOutChallenge,32,3,823345977029378048
4/30/17,United Airlines,3,4,817901590141161472
5/7/17,Salt Bae,9,2,817901590141161472
5/7/17,Man's Not Hot,6,0,904208633386369024
5/7/17,Obama + Biden Bromance,2,0,820045837891870720
5/7/17,Sad Melania,1,0,823345977029378048
5/7/17,Dancing Winnie the Pooh,41,0,817901590141161472
5/7/17,Trump Holding Executive Orders,3,0,904208633386369024
5/7/17,The Oscars Snafu,1,0,820045837891870720
5/7/17,Obamacare vs. GOP Replacement,23,0,823345977029378048
5/7/17,Crying Northwestern Kid,14,0,817901590141161472
5/7/17,Babadook,2,0,904208633386369024
5/7/17,Gorilla TED Talk,0,0,820045837891870720
5/7/17,Emoji Sheriff,0,0,823345977029378048
5/7/17,The Snapchat Hot Dog,2,1,817901590141161472
5/7/17,Distracted Boyfriend,1,0,904208633386369024
5/7/17,Taylor Swift Formation,8,0,820045837891870720
5/7/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
5/7/17,Elf on the Shelf Rhymes,0,0,817901590141161472
5/7/17,First of All,1,0,904208633386369024
5/7/17,#BowWowChallenge,100,2,820045837891870720
5/7/17,Crash Bandicoot's Woah,10,1,823345977029378048
5/7/17,"Brother, May I have some Oats",3,0,817901590141161472
5/7/17,Side-eyeing Michelle Obama,2,0,904208633386369024
5/7/17,Gossiping Gosling,22,1,820045837891870720
5/7/17,Tiny Trump,2,0,823345977029378048
5/7/17,RompHim,0,0,817901590141161472
5/7/17,Donald Trump's Paper Towel Shot,0,0,904208633386369024
5/7/17,Right in Front of My Salad,0,0,820045837891870720
5/7/17,Shooting Stars,20,3,823345977029378048
5/7/17,Cracking Open a Cold One with the Boys,2,0,817901590141161472
5/7/17,Roll Safe,27,2,904208633386369024
5/7/17,Cash Me Ousside,3,2,820045837891870720
5/7/17,White Guy Blinking,13,2,823345977029378048
5/7/17,Meryl Streep Singing,6,0,817901590141161472
5/7/17,"Kendrick Lamar ""DAMN"" Cover",45,1,904208633386369024
5/7/17,Kellyanne Conway Couch,0,0,820045837891870720
5/7/17,Redbone Remix/What Redbone Sounds Like,1,0,823345977029378048
5/7/17,Tiger Woods Mug Shot,1,0,817901590141161472
5/7/17,Steph Curry High Kick,24,1,904208633386369024
5/7/17,Lebron James Mean Mug,15,1,820045837891870720
5/7/17,Mocking Spongebob,34,8,823345977029378048
5/7/17,Lavar Ball,42,1,817901590141161472
5/7/17,Singing Shaq,3,0,904208633386369024
5/7/17,The Future Liberals Want,3,0,820045837891870720
5/7/17,Expanding Brain,42,1,823345977029378048
5/7/17,The Floor Is,1,0,817901590141161472
5/7/17,Kendall Jenner's Pepsi Ad,6,1,904208633386369024
5/7/17,Fidget Spinners,76,7,820045837891870720
5/7/17,Pennywise the Clown,7,1,823345977029378048
5/7/17,But That's None of my Business,47,5,869971220938326016
5/7/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
5/7/17,Trump Orb,1,0,904208633386369024
5/7/17,Bush's poncho,2,0,820045837891870720
5/7/17,BBC Dad,0,0,823345977029378048
5/7/17,Trump and Pope Francis,0,0,817901590141161472
5/7/17,13 Reasons Why,28,3,904208633386369024
5/7/17,Gold Ceelo,0,0,820045837891870720
5/7/17,#GetOutChallenge,23,2,823345977029378048
5/7/17,United Airlines,3,2,817901590141161472
5/14/17,Salt Bae,9,2,817901590141161472
5/14/17,Man's Not Hot,5,0,904208633386369024
5/14/17,Obama + Biden Bromance,4,1,820045837891870720
5/14/17,Sad Melania,1,0,823345977029378048
5/14/17,Dancing Winnie the Pooh,45,0,817901590141161472
5/14/17,Trump Holding Executive Orders,3,0,904208633386369024
5/14/17,The Oscars Snafu,1,0,820045837891870720
5/14/17,Obamacare vs. GOP Replacement,11,0,823345977029378048
5/14/17,Crying Northwestern Kid,12,0,817901590141161472
5/14/17,Babadook,2,0,904208633386369024
5/14/17,Gorilla TED Talk,0,0,820045837891870720
5/14/17,Emoji Sheriff,18,0,823345977029378048
5/14/17,The Snapchat Hot Dog,2,0,817901590141161472
5/14/17,Distracted Boyfriend,0,0,904208633386369024
5/14/17,Taylor Swift Formation,16,1,820045837891870720
5/14/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
5/14/17,Elf on the Shelf Rhymes,0,0,817901590141161472
5/14/17,First of All,1,0,904208633386369024
5/14/17,#BowWowChallenge,23,1,820045837891870720
5/14/17,Crash Bandicoot's Woah,10,1,823345977029378048
5/14/17,"Brother, May I have some Oats",4,0,817901590141161472
5/14/17,Side-eyeing Michelle Obama,3,0,904208633386369024
5/14/17,Gossiping Gosling,19,0,820045837891870720
5/14/17,Tiny Trump,1,0,823345977029378048
5/14/17,RompHim,100,45,817901590141161472
5/14/17,Donald Trump's Paper Towel Shot,0,0,904208633386369024
5/14/17,Right in Front of My Salad,0,0,820045837891870720
5/14/17,Shooting Stars,18,2,823345977029378048
5/14/17,Cracking Open a Cold One with the Boys,10,1,817901590141161472
5/14/17,Roll Safe,31,2,904208633386369024
5/14/17,Cash Me Ousside,3,2,820045837891870720
5/14/17,White Guy Blinking,17,2,823345977029378048
5/14/17,Meryl Streep Singing,4,0,817901590141161472
5/14/17,"Kendrick Lamar ""DAMN"" Cover",37,1,904208633386369024
5/14/17,Kellyanne Conway Couch,0,0,820045837891870720
5/14/17,Redbone Remix/What Redbone Sounds Like,2,0,823345977029378048
5/14/17,Tiger Woods Mug Shot,1,0,817901590141161472
5/14/17,Steph Curry High Kick,32,1,904208633386369024
5/14/17,Lebron James Mean Mug,29,2,820045837891870720
5/14/17,Mocking Spongebob,100,24,823345977029378048
5/14/17,Lavar Ball,31,1,817901590141161472
5/14/17,Singing Shaq,3,0,904208633386369024
5/14/17,The Future Liberals Want,3,0,820045837891870720
5/14/17,Expanding Brain,41,1,823345977029378048
5/14/17,The Floor Is,0,0,817901590141161472
5/14/17,Kendall Jenner's Pepsi Ad,6,1,904208633386369024
5/14/17,Fidget Spinners,91,8,820045837891870720
5/14/17,Pennywise the Clown,1,0,823345977029378048
5/14/17,But That's None of my Business,45,5,869971220938326016
5/14/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
5/14/17,Trump Orb,1,0,904208633386369024
5/14/17,Bush's poncho,2,0,820045837891870720
5/14/17,BBC Dad,0,0,823345977029378048
5/14/17,Trump and Pope Francis,0,0,817901590141161472
5/14/17,13 Reasons Why,15,2,904208633386369024
5/14/17,Gold Ceelo,0,0,820045837891870720
5/14/17,#GetOutChallenge,25,3,823345977029378048
5/14/17,United Airlines,2,2,817901590141161472
5/21/17,Salt Bae,8,2,817901590141161472
5/21/17,Man's Not Hot,5,0,904208633386369024
5/21/17,Obama + Biden Bromance,3,0,820045837891870720
5/21/17,Sad Melania,6,0,823345977029378048
5/21/17,Dancing Winnie the Pooh,41,0,817901590141161472
5/21/17,Trump Holding Executive Orders,2,0,904208633386369024
5/21/17,The Oscars Snafu,1,0,820045837891870720
5/21/17,Obamacare vs. GOP Replacement,9,0,823345977029378048
5/21/17,Crying Northwestern Kid,20,0,817901590141161472
5/21/17,Babadook,3,0,904208633386369024
5/21/17,Gorilla TED Talk,0,0,820045837891870720
5/21/17,Emoji Sheriff,36,0,823345977029378048
5/21/17,The Snapchat Hot Dog,2,1,817901590141161472
5/21/17,Distracted Boyfriend,1,0,904208633386369024
5/21/17,Taylor Swift Formation,14,0,820045837891870720
5/21/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
5/21/17,Elf on the Shelf Rhymes,0,0,817901590141161472
5/21/17,First of All,0,0,904208633386369024
5/21/17,#BowWowChallenge,9,0,820045837891870720
5/21/17,Crash Bandicoot's Woah,10,1,823345977029378048
5/21/17,"Brother, May I have some Oats",3,0,817901590141161472
5/21/17,Side-eyeing Michelle Obama,5,0,904208633386369024
5/21/17,Gossiping Gosling,15,0,820045837891870720
5/21/17,Tiny Trump,1,0,823345977029378048
5/21/17,RompHim,51,23,817901590141161472
5/21/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
5/21/17,Right in Front of My Salad,0,0,820045837891870720
5/21/17,Shooting Stars,15,2,823345977029378048
5/21/17,Cracking Open a Cold One with the Boys,69,4,817901590141161472
5/21/17,Roll Safe,21,2,904208633386369024
5/21/17,Cash Me Ousside,3,2,820045837891870720
5/21/17,White Guy Blinking,15,2,823345977029378048
5/21/17,Meryl Streep Singing,5,0,817901590141161472
5/21/17,"Kendrick Lamar ""DAMN"" Cover",41,1,904208633386369024
5/21/17,Kellyanne Conway Couch,0,0,820045837891870720
5/21/17,Redbone Remix/What Redbone Sounds Like,20,1,823345977029378048
5/21/17,Tiger Woods Mug Shot,1,0,817901590141161472
5/21/17,Steph Curry High Kick,25,1,904208633386369024
5/21/17,Lebron James Mean Mug,28,2,820045837891870720
5/21/17,Mocking Spongebob,52,13,823345977029378048
5/21/17,Lavar Ball,15,0,817901590141161472
5/21/17,Singing Shaq,0,0,904208633386369024
5/21/17,The Future Liberals Want,2,0,820045837891870720
5/21/17,Expanding Brain,49,1,823345977029378048
5/21/17,The Floor Is,1,0,817901590141161472
5/21/17,Kendall Jenner's Pepsi Ad,3,0,904208633386369024
5/21/17,Fidget Spinners,100,9,820045837891870720
5/21/17,Pennywise the Clown,3,0,823345977029378048
5/21/17,But That's None of my Business,50,6,869971220938326016
5/21/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
5/21/17,Trump Orb,100,3,904208633386369024
5/21/17,Bush's poncho,4,0,820045837891870720
5/21/17,BBC Dad,3,0,823345977029378048
5/21/17,Trump and Pope Francis,100,9,817901590141161472
5/21/17,13 Reasons Why,8,1,904208633386369024
5/21/17,Gold Ceelo,0,0,820045837891870720
5/21/17,#GetOutChallenge,27,3,823345977029378048
5/21/17,United Airlines,2,2,817901590141161472
5/28/17,Salt Bae,8,2,817901590141161472
5/28/17,Man's Not Hot,5,0,904208633386369024
5/28/17,Obama + Biden Bromance,3,0,820045837891870720
5/28/17,Sad Melania,1,0,823345977029378048
5/28/17,Dancing Winnie the Pooh,44,0,817901590141161472
5/28/17,Trump Holding Executive Orders,1,0,904208633386369024
5/28/17,The Oscars Snafu,0,0,820045837891870720
5/28/17,Obamacare vs. GOP Replacement,4,0,823345977029378048
5/28/17,Crying Northwestern Kid,21,0,817901590141161472
5/28/17,Babadook,4,0,904208633386369024
5/28/17,Gorilla TED Talk,0,0,820045837891870720
5/28/17,Emoji Sheriff,0,0,823345977029378048
5/28/17,The Snapchat Hot Dog,3,1,817901590141161472
5/28/17,Distracted Boyfriend,1,0,904208633386369024
5/28/17,Taylor Swift Formation,9,0,820045837891870720
5/28/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
5/28/17,Elf on the Shelf Rhymes,0,0,817901590141161472
5/28/17,First of All,1,0,904208633386369024
5/28/17,#BowWowChallenge,7,0,820045837891870720
5/28/17,Crash Bandicoot's Woah,8,1,823345977029378048
5/28/17,"Brother, May I have some Oats",3,0,817901590141161472
5/28/17,Side-eyeing Michelle Obama,2,0,904208633386369024
5/28/17,Gossiping Gosling,16,0,820045837891870720
5/28/17,Tiny Trump,2,0,823345977029378048
5/28/17,RompHim,12,5,817901590141161472
5/28/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
5/28/17,Right in Front of My Salad,0,0,820045837891870720
5/28/17,Shooting Stars,17,2,823345977029378048
5/28/17,Cracking Open a Cold One with the Boys,100,5,817901590141161472
5/28/17,Roll Safe,23,2,904208633386369024
5/28/17,Cash Me Ousside,2,1,820045837891870720
5/28/17,White Guy Blinking,10,1,823345977029378048
5/28/17,Meryl Streep Singing,6,1,817901590141161472
5/28/17,"Kendrick Lamar ""DAMN"" Cover",42,1,904208633386369024
5/28/17,Kellyanne Conway Couch,0,0,820045837891870720
5/28/17,Redbone Remix/What Redbone Sounds Like,18,1,823345977029378048
5/28/17,Tiger Woods Mug Shot,100,11,817901590141161472
5/28/17,Steph Curry High Kick,52,2,904208633386369024
5/28/17,Lebron James Mean Mug,35,2,820045837891870720
5/28/17,Mocking Spongebob,49,11,823345977029378048
5/28/17,Lavar Ball,17,0,817901590141161472
5/28/17,Singing Shaq,8,0,904208633386369024
5/28/17,The Future Liberals Want,3,0,820045837891870720
5/28/17,Expanding Brain,33,1,823345977029378048
5/28/17,The Floor Is,1,0,817901590141161472
5/28/17,Kendall Jenner's Pepsi Ad,4,0,904208633386369024
5/28/17,Fidget Spinners,77,7,820045837891870720
5/28/17,Pennywise the Clown,1,0,823345977029378048
5/28/17,But That's None of my Business,39,4,869971220938326016
5/28/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
5/28/17,Trump Orb,14,0,904208633386369024
5/28/17,Bush's poncho,5,0,820045837891870720
5/28/17,BBC Dad,3,0,823345977029378048
5/28/17,Trump and Pope Francis,22,2,817901590141161472
5/28/17,13 Reasons Why,8,1,904208633386369024
5/28/17,Gold Ceelo,3,0,820045837891870720
5/28/17,#GetOutChallenge,31,3,823345977029378048
5/28/17,United Airlines,1,1,817901590141161472
6/4/17,Salt Bae,7,2,817901590141161472
6/4/17,Man's Not Hot,6,0,904208633386369024
6/4/17,Obama + Biden Bromance,4,1,820045837891870720
6/4/17,Sad Melania,1,0,823345977029378048
6/4/17,Dancing Winnie the Pooh,37,0,817901590141161472
6/4/17,Trump Holding Executive Orders,2,0,904208633386369024
6/4/17,The Oscars Snafu,1,0,820045837891870720
6/4/17,Obamacare vs. GOP Replacement,4,0,823345977029378048
6/4/17,Crying Northwestern Kid,11,0,817901590141161472
6/4/17,Babadook,75,3,904208633386369024
6/4/17,Gorilla TED Talk,0,0,820045837891870720
6/4/17,Emoji Sheriff,0,0,823345977029378048
6/4/17,The Snapchat Hot Dog,2,1,817901590141161472
6/4/17,Distracted Boyfriend,1,0,904208633386369024
6/4/17,Taylor Swift Formation,11,1,820045837891870720
6/4/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
6/4/17,Elf on the Shelf Rhymes,0,0,817901590141161472
6/4/17,First of All,1,0,904208633386369024
6/4/17,#BowWowChallenge,9,0,820045837891870720
6/4/17,Crash Bandicoot's Woah,9,1,823345977029378048
6/4/17,"Brother, May I have some Oats",3,0,817901590141161472
6/4/17,Side-eyeing Michelle Obama,2,0,904208633386369024
6/4/17,Gossiping Gosling,16,0,820045837891870720
6/4/17,Tiny Trump,2,0,823345977029378048
6/4/17,RompHim,4,2,817901590141161472
6/4/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
6/4/17,Right in Front of My Salad,0,0,820045837891870720
6/4/17,Shooting Stars,15,2,823345977029378048
6/4/17,Cracking Open a Cold One with the Boys,37,2,817901590141161472
6/4/17,Roll Safe,19,2,904208633386369024
6/4/17,Cash Me Ousside,2,1,820045837891870720
6/4/17,White Guy Blinking,10,1,823345977029378048
6/4/17,Meryl Streep Singing,3,0,817901590141161472
6/4/17,"Kendrick Lamar ""DAMN"" Cover",29,1,904208633386369024
6/4/17,Kellyanne Conway Couch,0,0,820045837891870720
6/4/17,Redbone Remix/What Redbone Sounds Like,100,3,823345977029378048
6/4/17,Tiger Woods Mug Shot,14,2,817901590141161472
6/4/17,Steph Curry High Kick,100,3,904208633386369024
6/4/17,Lebron James Mean Mug,100,6,820045837891870720
6/4/17,Mocking Spongebob,22,5,823345977029378048
6/4/17,Lavar Ball,16,0,817901590141161472
6/4/17,Singing Shaq,8,0,904208633386369024
6/4/17,The Future Liberals Want,2,0,820045837891870720
6/4/17,Expanding Brain,35,0,823345977029378048
6/4/17,The Floor Is,5,0,817901590141161472
6/4/17,Kendall Jenner's Pepsi Ad,3,0,904208633386369024
6/4/17,Fidget Spinners,47,4,820045837891870720
6/4/17,Pennywise the Clown,3,0,823345977029378048
6/4/17,But That's None of my Business,45,5,869971220938326016
6/4/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
6/4/17,Trump Orb,6,0,904208633386369024
6/4/17,Bush's poncho,1,0,820045837891870720
6/4/17,BBC Dad,3,0,823345977029378048
6/4/17,Trump and Pope Francis,4,0,817901590141161472
6/4/17,13 Reasons Why,7,1,904208633386369024
6/4/17,Gold Ceelo,0,0,820045837891870720
6/4/17,#GetOutChallenge,27,3,823345977029378048
6/4/17,United Airlines,2,1,817901590141161472
6/11/17,Salt Bae,7,1,817901590141161472
6/11/17,Man's Not Hot,3,0,904208633386369024
6/11/17,Obama + Biden Bromance,4,0,820045837891870720
6/11/17,Sad Melania,1,0,823345977029378048
6/11/17,Dancing Winnie the Pooh,33,0,817901590141161472
6/11/17,Trump Holding Executive Orders,1,0,904208633386369024
6/11/17,The Oscars Snafu,1,0,820045837891870720
6/11/17,Obamacare vs. GOP Replacement,5,0,823345977029378048
6/11/17,Crying Northwestern Kid,18,0,817901590141161472
6/11/17,Babadook,100,4,904208633386369024
6/11/17,Gorilla TED Talk,0,0,820045837891870720
6/11/17,Emoji Sheriff,18,0,823345977029378048
6/11/17,The Snapchat Hot Dog,2,1,817901590141161472
6/11/17,Distracted Boyfriend,1,0,904208633386369024
6/11/17,Taylor Swift Formation,9,0,820045837891870720
6/11/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
6/11/17,Elf on the Shelf Rhymes,0,0,817901590141161472
6/11/17,First of All,1,0,904208633386369024
6/11/17,#BowWowChallenge,5,0,820045837891870720
6/11/17,Crash Bandicoot's Woah,14,1,823345977029378048
6/11/17,"Brother, May I have some Oats",3,0,817901590141161472
6/11/17,Side-eyeing Michelle Obama,2,0,904208633386369024
6/11/17,Gossiping Gosling,16,0,820045837891870720
6/11/17,Tiny Trump,2,0,823345977029378048
6/11/17,RompHim,2,1,817901590141161472
6/11/17,Donald Trump's Paper Towel Shot,0,0,904208633386369024
6/11/17,Right in Front of My Salad,0,0,820045837891870720
6/11/17,Shooting Stars,10,1,823345977029378048
6/11/17,Cracking Open a Cold One with the Boys,24,1,817901590141161472
6/11/17,Roll Safe,23,2,904208633386369024
6/11/17,Cash Me Ousside,3,2,820045837891870720
6/11/17,White Guy Blinking,13,2,823345977029378048
6/11/17,Meryl Streep Singing,4,0,817901590141161472
6/11/17,"Kendrick Lamar ""DAMN"" Cover",39,1,904208633386369024
6/11/17,Kellyanne Conway Couch,0,0,820045837891870720
6/11/17,Redbone Remix/What Redbone Sounds Like,24,1,823345977029378048
6/11/17,Tiger Woods Mug Shot,3,0,817901590141161472
6/11/17,Steph Curry High Kick,70,2,904208633386369024
6/11/17,Lebron James Mean Mug,72,4,820045837891870720
6/11/17,Mocking Spongebob,13,3,823345977029378048
6/11/17,Lavar Ball,13,0,817901590141161472
6/11/17,Singing Shaq,5,0,904208633386369024
6/11/17,The Future Liberals Want,3,0,820045837891870720
6/11/17,Expanding Brain,27,0,823345977029378048
6/11/17,The Floor Is,74,6,817901590141161472
6/11/17,Kendall Jenner's Pepsi Ad,2,0,904208633386369024
6/11/17,Fidget Spinners,35,3,820045837891870720
6/11/17,Pennywise the Clown,1,0,823345977029378048
6/11/17,But That's None of my Business,39,5,869971220938326016
6/11/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
6/11/17,Trump Orb,3,0,904208633386369024
6/11/17,Bush's poncho,1,0,820045837891870720
6/11/17,BBC Dad,0,0,823345977029378048
6/11/17,Trump and Pope Francis,1,0,817901590141161472
6/11/17,13 Reasons Why,5,1,904208633386369024
6/11/17,Gold Ceelo,0,0,820045837891870720
6/11/17,#GetOutChallenge,20,2,823345977029378048
6/11/17,United Airlines,1,1,817901590141161472
6/18/17,Salt Bae,6,1,817901590141161472
6/18/17,Man's Not Hot,8,0,904208633386369024
6/18/17,Obama + Biden Bromance,2,0,820045837891870720
6/18/17,Sad Melania,1,0,823345977029378048
6/18/17,Dancing Winnie the Pooh,10,0,817901590141161472
6/18/17,Trump Holding Executive Orders,2,0,904208633386369024
6/18/17,The Oscars Snafu,0,0,820045837891870720
6/18/17,Obamacare vs. GOP Replacement,20,0,823345977029378048
6/18/17,Crying Northwestern Kid,13,0,817901590141161472
6/18/17,Babadook,29,1,904208633386369024
6/18/17,Gorilla TED Talk,0,0,820045837891870720
6/18/17,Emoji Sheriff,18,0,823345977029378048
6/18/17,The Snapchat Hot Dog,2,1,817901590141161472
6/18/17,Distracted Boyfriend,1,0,904208633386369024
6/18/17,Taylor Swift Formation,6,0,820045837891870720
6/18/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
6/18/17,Elf on the Shelf Rhymes,0,0,817901590141161472
6/18/17,First of All,1,0,904208633386369024
6/18/17,#BowWowChallenge,5,0,820045837891870720
6/18/17,Crash Bandicoot's Woah,7,0,823345977029378048
6/18/17,"Brother, May I have some Oats",2,0,817901590141161472
6/18/17,Side-eyeing Michelle Obama,2,0,904208633386369024
6/18/17,Gossiping Gosling,13,0,820045837891870720
6/18/17,Tiny Trump,1,0,823345977029378048
6/18/17,RompHim,2,1,817901590141161472
6/18/17,Donald Trump's Paper Towel Shot,0,0,904208633386369024
6/18/17,Right in Front of My Salad,0,0,820045837891870720
6/18/17,Shooting Stars,13,2,823345977029378048
6/18/17,Cracking Open a Cold One with the Boys,13,1,817901590141161472
6/18/17,Roll Safe,13,1,904208633386369024
6/18/17,Cash Me Ousside,3,2,820045837891870720
6/18/17,White Guy Blinking,11,1,823345977029378048
6/18/17,Meryl Streep Singing,5,0,817901590141161472
6/18/17,"Kendrick Lamar ""DAMN"" Cover",27,1,904208633386369024
6/18/17,Kellyanne Conway Couch,0,0,820045837891870720
6/18/17,Redbone Remix/What Redbone Sounds Like,19,1,823345977029378048
6/18/17,Tiger Woods Mug Shot,3,0,817901590141161472
6/18/17,Steph Curry High Kick,25,1,904208633386369024
6/18/17,Lebron James Mean Mug,14,1,820045837891870720
6/18/17,Mocking Spongebob,14,3,823345977029378048
6/18/17,Lavar Ball,38,1,817901590141161472
6/18/17,Singing Shaq,4,0,904208633386369024
6/18/17,The Future Liberals Want,0,0,820045837891870720
6/18/17,Expanding Brain,27,0,823345977029378048
6/18/17,The Floor Is,100,8,817901590141161472
6/18/17,Kendall Jenner's Pepsi Ad,3,0,904208633386369024
6/18/17,Fidget Spinners,28,2,820045837891870720
6/18/17,Pennywise the Clown,3,0,823345977029378048
6/18/17,But That's None of my Business,36,4,869971220938326016
6/18/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
6/18/17,Trump Orb,3,0,904208633386369024
6/18/17,Bush's poncho,1,0,820045837891870720
6/18/17,BBC Dad,3,0,823345977029378048
6/18/17,Trump and Pope Francis,1,0,817901590141161472
6/18/17,13 Reasons Why,4,1,904208633386369024
6/18/17,Gold Ceelo,0,0,820045837891870720
6/18/17,#GetOutChallenge,17,2,823345977029378048
6/18/17,United Airlines,1,1,817901590141161472
6/25/17,Salt Bae,7,2,817901590141161472
6/25/17,Man's Not Hot,6,0,904208633386369024
6/25/17,Obama + Biden Bromance,2,0,820045837891870720
6/25/17,Sad Melania,1,0,823345977029378048
6/25/17,Dancing Winnie the Pooh,25,0,817901590141161472
6/25/17,Trump Holding Executive Orders,1,0,904208633386369024
6/25/17,The Oscars Snafu,1,0,820045837891870720
6/25/17,Obamacare vs. GOP Replacement,15,0,823345977029378048
6/25/17,Crying Northwestern Kid,9,0,817901590141161472
6/25/17,Babadook,28,1,904208633386369024
6/25/17,Gorilla TED Talk,100,0,820045837891870720
6/25/17,Emoji Sheriff,0,0,823345977029378048
6/25/17,The Snapchat Hot Dog,2,1,817901590141161472
6/25/17,Distracted Boyfriend,1,0,904208633386369024
6/25/17,Taylor Swift Formation,10,0,820045837891870720
6/25/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
6/25/17,Elf on the Shelf Rhymes,0,0,817901590141161472
6/25/17,First of All,1,0,904208633386369024
6/25/17,#BowWowChallenge,5,0,820045837891870720
6/25/17,Crash Bandicoot's Woah,14,1,823345977029378048
6/25/17,"Brother, May I have some Oats",2,0,817901590141161472
6/25/17,Side-eyeing Michelle Obama,2,0,904208633386369024
6/25/17,Gossiping Gosling,14,0,820045837891870720
6/25/17,Tiny Trump,2,0,823345977029378048
6/25/17,RompHim,2,1,817901590141161472
6/25/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
6/25/17,Right in Front of My Salad,0,0,820045837891870720
6/25/17,Shooting Stars,11,2,823345977029378048
6/25/17,Cracking Open a Cold One with the Boys,11,1,817901590141161472
6/25/17,Roll Safe,18,1,904208633386369024
6/25/17,Cash Me Ousside,2,1,820045837891870720
6/25/17,White Guy Blinking,12,1,823345977029378048
6/25/17,Meryl Streep Singing,5,1,817901590141161472
6/25/17,"Kendrick Lamar ""DAMN"" Cover",34,1,904208633386369024
6/25/17,Kellyanne Conway Couch,0,0,820045837891870720
6/25/17,Redbone Remix/What Redbone Sounds Like,18,1,823345977029378048
6/25/17,Tiger Woods Mug Shot,1,0,817901590141161472
6/25/17,Steph Curry High Kick,17,1,904208633386369024
6/25/17,Lebron James Mean Mug,10,1,820045837891870720
6/25/17,Mocking Spongebob,24,6,823345977029378048
6/25/17,Lavar Ball,32,1,817901590141161472
6/25/17,Singing Shaq,6,0,904208633386369024
6/25/17,The Future Liberals Want,2,0,820045837891870720
